trade_id,pair,entry_z,exit_z,n_days,trade_pnl,entry_stress,stress_band,halflife,reversion
191,DLO-VTEX,2.301202360473849,0.3723118045403951,28,0.6370430513218128,2.301202360473849,stress,12.448120024403307,FAST
192,DLO-VTEX,-2.4182958259050102,-0.4148504471394378,38,0.3231529209825879,2.4182958259050102,stress,12.448120024403307,FAST
193,DLO-MELI,-2.031175000346721,-0.4562119355424249,20,0.4080116587497575,2.031175000346721,stress,12.547354511660666,FAST
194,DLO-MELI,-2.011446905916642,-0.2843013779254488,6,2.054588334203012,2.011446905916642,stress,12.547354511660666,SLOW
195,DLO-MELI,3.08891315687287,-2.320805252300208,31,6.789914218176986,3.08891315687287,extreme,12.547354511660666,FAST
196,DLO-MELI,-2.320805252300208,0.1920342067580756,5,6.252836127397925,2.320805252300208,stress,12.547354511660666,SLOW
197,DLO-MELI,2.4760109684249954,0.1062687451197133,16,3.1333224777935103,2.4760109684249954,stress,12.547354511660666,FAST
198,DLO-MELI,-2.1769078978588197,0.031721704406931,101,-15.119467251742645,2.1769078978588197,stress,12.547354511660666,FAST
199,DLO-MELI,-2.04315416278594,-0.4056799714608594,71,-3.836557551666014,2.04315416278594,stress,12.547354511660666,FAST
200,DLO-MELI,-2.4042269695495553,-0.3320487136930746,61,-8.638574735976421,2.4042269695495553,stress,12.547354511660666,FAST
201,DLO-MELI,4.061834870890086,-0.0147023805048232,18,5.131575295172284,4.061834870890086,extreme,12.547354511660666,FAST
202,DLO-MELI,2.5189610018837993,0.2766093318969033,50,-0.6171269451799279,2.5189610018837993,stress,12.547354511660666,FAST
203,DLO-MELI,-2.845807083156835,-0.400445889582831,38,2.896687287328092,2.845807083156835,stress,12.547354511660666,FAST
204,DLO-MELI,-2.3835176276781502,-0.4425322907762077,43,-2.1459557766059874,2.3835176276781502,stress,12.547354511660666,FAST
205,DLO-MELI,2.8140738386113173,0.4462986834003704,14,3.8762239137248766,2.8140738386113173,stress,12.547354511660666,FAST
206,DLO-MELI,3.394366596919619,0.4505675253501163,28,2.239450425423116,3.394366596919619,extreme,12.547354511660666,FAST
207,DLO-MELI,2.989689083636236,0.4499049325556064,47,-0.361557689272673,2.989689083636236,stress,12.547354511660666,FAST
208,DLO-MELI,2.2323856168462157,0.0558037520004331,16,4.444196123312368,2.2323856168462157,stress,12.547354511660666,FAST
209,ASR-CAAP,-2.5099341769739456,-0.3797932900530304,39,-7.656426397212392,2.5099341769739456,stress,13.168685262846449,FAST
210,ASR-CAAP,-2.6551719805274754,-0.2743623752073951,86,-34.994218211224364,2.6551719805274754,stress,13.168685262846449,FAST
211,ASR-CAAP,-2.4275734476793804,-0.3058903421850232,11,18.60766358985762,2.4275734476793804,stress,13.168685262846449,SLOW
212,ASR-CAAP,2.1337017610272127,0.3390538418755937,10,14.065776928514705,2.1337017610272127,stress,13.168685262846449,SLOW
213,ASR-CAAP,-3.2530547569961645,0.1536420432951458,17,-3.843610514046144,3.2530547569961645,extreme,13.168685262846449,FAST
214,ASR-CAAP,2.280414074267659,0.463917769720516,33,4.175907721750351,2.280414074267659,stress,13.168685262846449,FAST
215,ASR-CAAP,-2.5376542125965686,-0.2568432271500686,23,11.759078907977784,2.5376542125965686,stress,13.168685262846449,FAST
